lyrics,mood,embedding
enemy brother dead around wound hurting death creeping smoke blinding heart founding chaos soon unites call made one meet maker top top right killing time top top right killing time top top right killing time top top way die god spoken conscience scream aim fire death toll grows higher god spoken conscience scream aim fire death toll grows higher,0,"[-0.009564   -0.02764454 -0.01419881 ... -0.01260367 -0.00051132
 -0.01797785]"
little story tell must using hero move away dust people make fortune others earn mint old man earn much fact slipping skin oh old man rustan wear rustans hat wear corblame trouser life council flat look proper anna great big bobtail boot got job pull call daisy root folk give tip christmas forget pick bind pill step one old man got nasty council wrote next time old man went round punched throat oh old man rustan wear rustans hat wear corblame trouser life council flat,1,"[-0.00083948 -0.0112209   0.01814592 ...  0.00146625 -0.0021985
 -0.03071277]"
margaret arrayed rock around hull sinking million stone million bone million hole within thinking painting ring around eye peppered hole filled cry whisper weighed upon tattered lying well tell forest son river daughter willow willow wisp ghost wander water,3,"[-0.01571218 -0.00204244  0.02162342 ... -0.00351851 -0.02595925
 -0.00763302]"
hollywood corp shoot bed would go see put checkbook head tinkertown liquor emperor checked shit needle like record fifth gripping week absolute must one year west saying much thrown u drunk starting drown shook,2,"[-0.02598533 -0.00566094  0.00031526 ... -0.00671487  0.00345085
 -0.01627079]"
wounded hand wounded foot taken left bleed force let go whispered never know escape case breath case everything,2,"[-0.01810575  0.00641073  0.0065623  ... -0.01709988  0.01109908
 -0.00555987]"
oh knocking door sleep fighting fireplace glow knocking door sleep fighting fireplace glow keep away keep away home papa get rifle place french door coming wood oh coming wood running oh mamma running running oh mamma running brother sorry watched painting burn holding onto gold,2,"[ 0.00110759 -0.0101949  -0.02187221 ...  0.00250324  0.01999899
 -0.014851  ]"
heaven name walking away sang love heaven name play game sang love take time luck easy walk love take time going get tough precious want get stronger would better let go got hold longer want love grow stick together glove old tight fight sang love heaven name walking away sang love heaven name play game sang love brave brave journey rough easy love ashamed brave going get tough easy give want get stronger,2,"[-0.00699108 -0.02295819  0.00352918 ... -0.01505874  0.02791048
 -0.01417056]"
taken city night wire steam subway earth fire dododododododododo woman want give sign catch breathing even closer behind dododododododododo touch ground hunt smell like sound lost crowd hungry like wolf twaddle line discord rhyme hunt south alive juice like wine hungry like wolf talked forest close hide upon moonlight side dododododododododo,1,"[ 0.00205663 -0.00415812 -0.00945498 ... -0.00876483 -0.00185476
 -0.00652532]"
place sun anyone chase one think found mine yes believe found mine close eye think someone physically admire let kiss oh,3,"[-0.0118264   0.02077704  0.01177824 ... -0.0021121   0.00199859
 -0.0262121 ]"
little brother discovered lock toll little brother discovered lock toll little brother discovered lock toll noise head control yes frustrate met u let make mistake see dance floor go boy move know little brother discovered lock toll little brother discovered lock toll little brother discovered lock toll control living,1,"[ 0.00116545 -0.0189385   0.00799857 ...  0.00127731  0.01353444
 -0.02615317]"
body body want feel body want feel body body baby thrill body thrill body body yes yes want touch body want touch body body baby much body much body body yes yes check body check body body baby doubt body doubt body body yes yes talking body talking body body well checking body listen man want much much man kind body always demand login morning go man go workout health sea muscle grow best believe much man glad took anyone key key key hey hey much man much man yeah got much man got much man much man yeah got much ooh much man yeah got much man much man yeah yeah got much body body hot body hot body body baby love pop body love pop body body yes yes love please body love please body body baby tease body tease body body yes adore body adore body,1,"[-0.02300121 -0.00446851  0.00947944 ... -0.01480033  0.01073218
 -0.0208057 ]"
listen band get bubble listen play get glow step floor forget trouble go dance forget woe come get together met dance floor feel leather step lightly feather met go hit timber loose start timber,2,"[-0.01741112 -0.01254466  0.0064413  ... -0.01504548 -0.01668116
 -0.02479193]"
oh would rather go journey diamond crest glowing run across valley beneath sacred mountain wander forest tree leaf press break light color one know name,1,"[ 0.00183197 -0.00191096  0.00473623 ... -0.02643417 -0.00328914
 -0.02354335]"
go girl got got work thrill getting something nothing behind bar standing unaware looking like deer headlight switch like oh god come think love mean cause trouble pop bubble exactly share intention chorus drink taste better free girl agree,1,"[-0.00545336 -0.02155243  0.00575212 ... -0.02461565 -0.00157625
 -0.00665529]"
mean woe ado glow relying paying thou remotest ivycrowned dancing fanned tracing spying surly mud heeding celebration celebration celebration feared bacchante dost thou hold,3,"[-0.02131264 -0.01151536  0.01282166 ... -0.00976179  0.01669798
 -0.00657057]"
time world time enough life unfold precious thing love store love world,1,"[ 0.01175267 -0.02633813  0.00679181 ... -0.01204286 -0.00896132
 -0.02673887]"
hold key hold key world world destiny destiny feeling shine light sin power shining bright year searching want oh noah oh oh good thing good thing able see heart fire create mmmmmmmmmmmm love desire heart true mmm mmmmmm oohhowoohoohooh think yeah oh life four leaf clever oh oh think brother oh life four leaf clever,2,"[ 0.00251096 -0.0121298  -0.00941397 ... -0.01787977  0.00934624
 -0.03857696]"
lip unkissable eye unlookable skin unteachable unlovable cynical jaded faithless disappointed disillusioned used could take back sweat tear sex joy would time love effort passion education case mistaken identity gave thing sound angry bitter sad infatuated truth genial anger bargaining depression stage acceptance really complicated stupid believing make feel like father never loved make feel like act love empty unlovable skin unteachable remind part like back held told good enough never reciprocated kept affection apart fed love like crime pigeon park sometimes think satisfied seeing begging like dog,3,"[-0.00980201 -0.00187085  0.01364784 ... -0.0054633   0.02540748
 -0.03226611]"
one day came home lunchtime heard funny noise went backward find one rowdy boy stood neighbor called peter klux capacity told built time machine like one film seen yeah yeah said year much changed lived underwater greatgreatgreatgranddaughter pretty fine pretty fine took future klux thing saw everything boy band another one another one another one triple breasted woman swim around town totally naked,1,"[-0.00504328 -0.00829845  0.00104594 ... -0.00342087 -0.01271693
 -0.00796707]"
hard love man like goodby half word knew waiting call sent love sent love life built goodby,3,"[ 0.00873662 -0.0141348   0.01360259 ...  0.00221007  0.01201285
 -0.01568998]"
first day last day built take apart climbed real high fall real far need stay last thing left threw away put faith god trust nothing tucked could wish something real wish something true wish something real world full one without soul one big fucking hole,0,"[-6.24390179e-03  1.83299705e-02  9.00837779e-03 ... -1.25475426e-05
  5.05231740e-03 -2.24290211e-02]"
amphetamine raised since three hope gutter king unraveled seam never sewn,0,"[-0.01790814 -0.00720108 -0.00430974 ... -0.02071584  0.00546264
 -0.01761719]"
well pretty woman standing line take love baby hour time man spell man ooh line shoot,0,"[-0.0267608  -0.01039721  0.00053356 ... -0.01383363  0.00695402
 -0.01500391]"
blinded light saw reflecting eye blinded sea everybodys smile young best though would test night thought could leave light fell listening carry young gentleman well done done stand carry young gentleman done done stand left dark sun fallen moon moment raced going way fast way soon,2,"[-0.00504133  0.00387926  0.01502487 ... -0.01148398 -0.00468246
 -0.01019203]"
one three one three tell tell three three disagree anymore hair face mirror take step save left someone people steal take anything choose good see missed last night lovely color go eye fall asleep wanted say seems easy choice make decide look face candlelight,3,"[ 0.00971668  0.00398956  0.02900014 ... -0.00224008  0.01304188
 -0.02139578]"
oh something new stop drop shut open shop oh puff order roll stop drop shut open shop oh puff order roll nigga want try night want lie night wonder night want die know pain feel rain maintain shit brain resort violence night move silence like know style new work night wildest night want get took split fucking right fuck run tucking wrong crew know going show night easily blow night find mo night running night nothing handle break dismantled right like candle stand shit tape like austin grape think holding weight,0,"[-0.0022249   0.00667641  0.00871374 ...  0.00432934  0.01189364
 -0.02364963]"
pray eye watch u go help u wise time know met prayer go way head u place guide u grace place safe pray find light,2,"[ 0.01326967 -0.01496641 -0.00706409 ...  0.00085006  0.00633402
 -0.01349951]"
lock n rock n roll radio let u go lock n rock n roll radio let u go lock n rock n roll radio let u go lock n rock n roll radio let u remember hullabaloo beat shindig sullivan remember rock n roll radio remember rock n roll radio remember murray k plan freed high energy end end end end century,1,"[-0.00295271 -0.02047032  0.00504966 ... -0.00757959  0.00162917
 -0.01696578]"
terror heart death u suck first breath spit fall terror heart dread unknown desire paradise love want anywhere near want anywhere near met fucking world head want anywhere near,0,"[-0.01793035 -0.01124343 -0.00383742 ... -0.01075283  0.00661299
 -0.01063186]"
take paradise city grass green girl pretty take home want please take home take paradise city grass green girl pretty take home want please take home must urchin living street hard case tough beat charity case buy something eat pay another time take end line bag rich say got deep pushing fortune fame know gamble game treat like capital crime everybodys time take paradise city grass green girl pretty oh please take home yeahyeah take paradise city grass green girl pretty take home strapped chair city gas chamber quite remember surgeon general say hazardous breathe would another cigarette see well going believe,0,"[ 0.00470098  0.00413085  0.00476584 ... -0.01809381 -0.00156102
 -0.02580928]"
trying build prison trying build prison following right movement clamped iron fist drug became conveniently available kiss following right movement clamped iron fist drug became conveniently available kiss buy crack smack bitch right hollywood early two million american incarcerated prison system prison system trying build prison trying build prison trying build prison trying build prison live another prison system another prison system another prison system minor drug offender fill prison even clinch tax paying war new nonrich minor drug offender fill prison even clinch tax paying war new nonrich,0,"[-0.00701443 -0.0184419  -0.00314004 ...  0.0029426  -0.01063423
  0.00386227]"
kind person think antichrist iron man vision must control feel lost spirit sold soul control try entertain,0,"[-0.03091397 -0.03190146  0.01040981 ... -0.00242758 -0.0006249
 -0.01575872]"
miss time miss day around many way felt safe glad something changed make sad waiting patiently never came realize ever ever fine know,2,"[-0.00544371 -0.0074261   0.0073352  ... -0.00730023  0.0109084
 -0.01563537]"
reaching want rein hero chair scared fly high well try envy fear envy fear brother brother see hiding painfully see come play,2,"[-0.00956239 -0.0251125  -0.02003745 ... -0.02107459  0.00716315
 -0.01680159]"
honest man asked phone tried take control oh see way see way shared idea obsessed fame say oh see way see way raised carolina like trying remind go back,0,"[-0.01035332 -0.00256053  0.01905288 ...  0.0025727  -0.0011413
 -0.02198516]"
overlay confident beginning good part everybody fade away wave wave carrying away wait wait ovalley ovalley ovalley ovalley ovalley ovalley,1,"[-0.01045712  0.00206971  0.00966317 ... -0.01677482  0.01102714
 -0.01981492]"
well supposed begin unhappy life working kind dead end job everything thought gone worse bad lean side whisper quiet end sight working night around clock everything thought gone worse bad kind scene oh yeah footprint side remind oh yeah watch side,2,"[ 0.00657542 -0.01560714  0.01344753 ... -0.00247527  0.01369592
 -0.02581871]"
tasted thrill kill thrill victim crushing destroying resented figure speech mind lost eternally reach richard glass case stand judged death written face red twelve year old body rot public woman killed run life aerial killer come bury today,0,"[-0.02748173 -0.00994649  0.00694948 ... -0.00637551 -0.02843033
 -0.02143273]"
flowing field hot summer sun gate lord come basket full chicken big cold jug sweet tea make little room limb open throttle stir little dust must look face fool think traitor sex really turn always strain chagrin along like way pulling tilling land even kind crazy bout farmer one really understands get think traitor sex,1,"[-0.01173311 -0.01951576  0.00014214 ... -0.01298501 -0.00034058
 -0.02680462]"
death becomes clearer bloodshot eye death old age becomes nearer livestock free trading soldier speak learn evolve new transition act upon hypocritical vision discard old new discard old fashion learn evolve new transition act upon hypocritical vision,0,"[ 0.00500165 -0.02967487  0.01165798 ... -0.00513498 -0.00274356
 -0.00873152]"
anger ask born sadness sorrow everything alone laboratory sickness infects humanity hope cure lie technology world full shit coming trial violence everywhere life age terrorist spit face war race world without intelligence,0,"[ 0.01776076 -0.0049435   0.00629142 ... -0.02591031 -0.00827365
 -0.00159785]"
world become one salad sun fool would say boy plan natural man hearing white station hat hand gun one fire upon holding high telling lie heard talking bout world free could fool would say man street dragging foot,2,"[ 0.00035291 -0.01188807  0.00698209 ... -0.01410965 -0.00690936
 -0.02327364]"
think whenever alone whenever get lonely think wherever may go know one dream away give baby give try begin know still think,2,"[ 0.00272151 -0.00510868  0.00889339 ... -0.00204782  0.01742569
 -0.01452363]"
long way nowhere leaving soon way pas close back side moon key join traveller got nowhere go sang head take hand road know,3,"[ 0.00433112 -0.00824813  0.01953756 ... -0.01705293  0.01841065
 -0.01614326]"
animal lost hair retained teeth gained choice chase food money sex satisfied time rest ask next animal x hard enough retain control instinct begging u geologist chemist reducing soul,1,"[ 0.00745798  0.00010765  0.01924145 ... -0.00552198  0.00454874
 -0.01693917]"
sometimes rhyme slow sometimes rhyme quick sometimes rhyme slow sometimes rhyme quick sometimes rhyme slow sometimes rhyme quick sweeter thicker thickostick ice cream cone honey take lick go may lazy catch flick cumberland boot stop trick scandalous get wife miss must left yard boy blessed feel l good per say good state mind drive red sterling seat decline love lady treat kind tavern green glass wine say say heard grapevine static got automatic much anything make adduct reason skein also pleasing ask got reason smooth b vice click sick clue sometimes rhyme slow sometimes rhyme quick,2,"[-0.00429125  0.00353828  0.00824266 ... -0.00392809  0.00415132
 -0.0259474 ]"
step inside realize well need well vision see expect live lie late sick mon tucked dad healing life dead body everywhere really want good son make feel like one met strip plain,0,"[ 0.00527463  0.01427872 -0.00035732 ...  0.00082921  0.01264225
 -0.02307913]"
oh heavenly day cloud blew away trouble today anyone smile face live see enough baby enough oh heavenly day heavenly day heavenly day tomorrow may rain sorrow,2,"[-0.00666885  0.00690571  0.00755959 ...  0.00101834  0.011276
 -0.01486563]"
sleep sleep tonight may dream realized thunder cloud mass rain let rain,3,"[-0.00666588 -0.00302887 -0.00371596 ... -0.00463319 -0.00984426
 -0.00605103]"
realize criticize realize yeah yeah advertise call temper temper call weed call marijuana marijuana call anna anna man got legalized criticize realize yeah yeah advertise finger smoke,2,"[ 0.00312234 -0.01117221 -0.00478714 ... -0.00488074  0.00556271
 -0.02701122]"
skin worn thin bone exposed life reduced trick,3,"[-0.00763238  0.00322855  0.0327402  ... -0.00794719 -0.00477111
 -0.01592237]"
strut like king telling everybody know nothing long lived thought time side anymore anymore tell take chance told one many time cry like bitch rougher nail promise step gutta line get bitchslapped back run little mouth day hand god smacked back yesterday,0,"[-0.00791484  0.00206166  0.01122593 ... -0.02427677  0.01132962
 -0.02966853]"
soul boy soul one like trusted true want loved want loved like soul boy soul boy take,2,"[-0.00656119 -0.02019037  0.00643619 ... -0.00649024 -0.00197985
  0.01535225]"
get little bit lonely never coming around turn around get little bit tired listening sound tear turn around get little bit nervous best year gone turn around get little bit terrified see look eye turn around bright eye fall apart turn around bright eye fall apart need tonight need ever hold tight holding forever making right never wrong together upon time falling love falling apart,1,"[-0.01125417  0.00319797  0.0100052  ...  0.00591247  0.00906511
 -0.02138023]"
step finger damn see play one hand see wound good oh goddamn saw goddamn fucking goddamn goddamn noah oh goddamn tucking goddamn oh goddamn oh goddamn hit yeah cool oh goddamn hit yeah cool oh goddamn hit yeah cool oh goddamn hit yeah cool oh goddamn hit yeah cool oh goddamn lay radio hit yeah cool hit yeah cool hit yeah cool oh goddamn one time got fucking rim going going give shout home boy wussup boy wussup oh goddamn go home boy going chapel yeah shout ak known roadie miller said mmmhim said ugh said mmm said shout main managerman wolmark known ak ride motherfucker cec cec cec bring bass yeah thought felt motherfucker,1,"[-0.00468746  0.00122204 -0.00346627 ... -0.01921245  0.00593246
 -0.01941655]"
come come come come right put palm together oh come come come come come come come come come come may ooh la la say room come come may ooh la la say room come come may ooh la la say room come come may ooh la la say room come come may ooh la la say room come come may ooh la la say room come come may ooh la la say room come come may ooh la la say room come come come come come come give give give beat give give give beat give give give beat give give give beat floor floor floor,1,"[-0.01223441 -0.00676839 -0.02403469 ... -0.00370979  0.01835161
 -0.03501935]"
sitting boxer eating apple jack welcome world welcome world hacking late night cinema welcome world jagermeister captain crutch nicotine brandy bunch building boat pudding cup welcome world,1,"[ 0.00764997 -0.01655612  0.00685957 ... -0.01274525 -0.00959069
 -0.00574454]"
never thought would lose hardest part falling getting fool watch walk away gathered choice made fall ground slowly safe sound simple afraid simple know simple afraid,0,"[ 1.26304477e-03 -4.52907430e-03  4.55343688e-05 ... -1.84267852e-02
 -5.21754753e-03 -1.57673880e-02]"
soul deep love feeling inside always rise whenever try soul deep love feel make feel way nobody else see way feel feel dismayed option come come may ask whoevers whoever care end day always try see way always see way soul deep love feeling inside always rise whenever try,2,"[ 0.0057792  -0.01906838  0.0074968  ... -0.01901563 -0.00318136
 -0.02301129]"
frankie wardrop twentyyearold france married got kid working factory working seven five trying survive tear france frankie france france make oz thing hard frankie make enough money frankie buy food frankies got excited,0,"[ 0.00154784 -0.01123209  0.01122524 ...  0.01950548 -0.00653379
 -0.01288951]"
broke heart could dance even want around back let know really shake love really move love groove oh love love dance dance watch hey work work oh work baby work work well driven crazy work work little bit soul work mashpotato mashpotato twist twist tell baby tell baby,1,"[-0.02250761 -0.02187794 -0.00037429 ... -0.01909128  0.02687516
 -0.02336504]"
supposed giving time like slipping many people slipping lid deep taking child park let break poor little heart let one get storm bring calm living raging force sorry day born castrated arm whoaohoh yeah,2,"[-0.01002128 -0.00695903 -0.0046641  ... -0.00761674  0.00071473
 -0.0159407 ]"
saved every letter wrote moment read knew mine said mine thought mine know angelic said saw first letter arrive said careful one love take survive word flooded sens sentence left defenseless built palace paragraph built cathedral rereading letter wrote searching scanning answer every line kind sign,0,"[-0.00344728 -0.01234128  0.00098592 ... -0.01012812  0.00455731
 -0.0284332 ]"
little collide weed ease grief much agony living limit big city little collide weed meditate much insanity society melancholy mood eat food melancholy mood melancholy mood eat food melancholy mood,2,"[ 0.02308942  0.00258879  0.02417582 ... -0.00384022 -0.00816175
 -0.03589243]"
got magic stick know hit hit twice hit saddest check short believe come tonight show magic magic got magic stick freak core met dose going want tongue touch girl toe bound curl exclusive stick share world early morning moaning back shot proper law stop u fiend since maksim made hit met position pat time switch rock boat work middle speed straight beat hood toast lown telly working sweat stroking tonight night could fall love could call mamma right tell met thus pop clot shit back left stroke death stroke got magic lit know get licked get licked twice saddest thick short believe come tonight show magic,1,"[-0.00542476  0.0131565   0.0012612  ... -0.01189445  0.00451216
 -0.00387435]"
word said break heart two wonder endure said say strong brave true bear hurt gave,2,"[-0.03212545 -0.00264153  0.00335444 ... -0.00849286  0.0069534
 -0.03443981]"
hear cry morning feel weep teardrop flowing like river sleep dream laughter came creeping fear telling sorrow trace end tear strange way tell love sorrow see want cry somebody cry cry,2,"[ 0.00506384  0.00153138  0.00512497 ... -0.00055617  0.00633141
 -0.01393683]"
would like find guy done wrong stuck butt christmas tree put stump rumbabumpbabump took jammed ramaamaking long stood wood poorshepoorshepoor put stick happydirtydip man shoved left strange christmas tree yeah,1,"[-0.03450054 -0.0191286  -0.00430221 ...  0.00053864 -0.01089018
 -0.02129697]"
going work maggies arm going work maggies arm well wake morning fold hand pray rain got head full idea driven insane shame way make scrub floor going work ah going work maggies arm going work maggies brother ah going work maggies brother well hand nickel hand time asks grin good time fine every time,0,"[-0.0088627  -0.01667402 -0.00027422 ... -0.02841457  0.00248021
 -0.01559567]"
need need one two three maybe hundred time would say thousand time insecurity showing problem fact never trusted know must disgusted hurt til learned ever really know need ever standing ruble know trouble need ever never ever,2,"[ 0.00379849  0.00224045  0.01495722 ... -0.01842496  0.02158631
 -0.01738046]"
met u begin know today woke said know instead waiting good day waiting around waiting something happen say going going going good day home going ride today commits look fly today want get today key going good day nobody got cry today nobody going die today drama another day key going good day airline fresh new cologne feeling good changed color phone range fooldid go good patron hell boy still ring tone free car wash clean lodge met back plain part church folk fish cry mustard hot sauce light bread french fire love big guy park boy shown hope happy boot radio know boy last night hit pick tree bought air force one tall tree man love bg going going going good day,1,"[-0.01785189 -0.00243513 -0.00244197 ... -0.00101649  0.01457996
 -0.02031611]"
way house feel new feel color way room alive flutter bloom time stand still,2,"[-0.00189522  0.00685923 -0.00759489 ...  0.00077639  0.008814
 -0.03789039]"
oh mother witch burned alive thankless little bitch tear cried take want see face listened burned hide disgrace twentyseven everyone nice see make pay price see body ice take time evil yes evil man yes watched mother die lost head revenge sought break bread taking chance come split bone help set free twentyseven everyone nice,0,"[-0.01609279 -0.02095149  0.00242096 ... -0.00231359  0.00556671
 -0.03095076]"
mellow tone feeling fancyfree alone got company everythings okay livelong day mellow song go wrong mellow tone way live groan something got give,2,"[ 0.00458119 -0.00643193  0.03502544 ... -0.01752626  0.01311424
 -0.02515931]"
oh card got soul life prison parole control jury got number wire tap jack similar fuck cadillac survive one motive hope every sidewalk walk like tightrope yes know deadline sire life expired sending paper south barbed wire mother child lose mind grave life life call free trade via name stall took death trip tried cross white wall talk unseen past graf gate worn without face one motive hope worn without face talk unseen past graf gate,0,"[-0.00079103 -0.01319664  0.00815933 ... -0.00039924 -0.01309842
 -0.02194529]"
way manger crib bed little word jesus said sweet head star bright sky looked lay little word jesus sleep hay,2,"[ 2.63015227e-03 -4.91412648e-05 -7.75202783e-03 ...  3.99418501e-03
 -9.85885132e-03 -2.43365057e-02]"
failed impress feel free abuse vain please stop pretending year spent wasted word spoken chain broken street end failed,3,"[-0.03622488 -0.00430326 -0.00734045 ... -0.01942694  0.00712598
 -0.03185243]"
world sin plague pain fall crawl war eye bled thousand day eye bled thousand way war heard around world made way insane mouth shut blot sun fought war like never today wake wall fallen worship temple gone eye bleed tear sin ear hear unless within,0,"[-0.00152785 -0.00227246  0.00774318 ... -0.00472698  0.01890793
 -0.03014826]"
stick milan sinned pot plant sick sunan oily mayan take bank call check asked without weapon skinny spit pan healing shit plan playing bad hand must another rock band take man call check wrapped within contract,0,"[-0.00595155 -0.0128974   0.00183767 ... -0.00254965 -0.00143817
 -0.02622093]"
everything would like swallow every day going blame even justify every fucking bullshit lie make want break pull crucify name make insane broken ever look way even think playing fucking hate liar would love hang repeatedly take advantage thought get dickens everybody know face everything fucking hate everything could never,0,"[-0.02444793  0.00937487  0.01499165 ... -0.00825558  0.01541223
 -0.01469318]"
take shine take shine could knock tried take shine month since decided leave home stuck dream like sword stump never cared bit proving nobody wrong trying make music leave proof song saying motivation keep moving break ruin better without constant pressure leaving bruise looking bruising whip back home working weekend thirsty tip yeah mad love live die like straight grave baby going stopping throw shade take shine,2,"[-0.00490632 -0.01627562  0.00602738 ... -0.00597336  0.01307452
 -0.00243459]"
time say goodby die little time say goodby wonder little rod must know think little allow go,3,"[ 0.00031498 -0.0052402   0.01756535 ...  0.00084092 -0.01306039
 -0.01949033]"
talk across garden footstep shadow see light one home amongst statue stare nothing garden move help close eye hold tightly scared morning brings waiting tomorrow never come deep inside empty feeling nighttime leaf three imaginary boy,3,"[ 0.00791446  0.00212642  0.00981581 ... -0.00888193 -0.00083142
 -0.03536649]"
angel put sad wing around protect world sin rise oh angel find way somehow escaping world place began know find better place piece mind must tell want angel set free,3,"[ 0.00807974 -0.02427254 -0.0196898  ...  0.00278761 -0.00139131
 -0.0234599 ]"
ask trust thing would needed map position would try constantly talking bout much love want need told stop talking conversation necessary,2,"[-0.01692296  0.01051171  0.02047486 ... -0.00270335 -0.01658011
 -0.03071915]"
everybody online beginning end want thing go faster beginning end everythings slow beginning end one step closer beginning end may men suicide maybe doctor online could help die need wing fly need someone take place gone beginning end know nothing last forever,0,"[-0.01999817  0.00184875  0.01328277 ... -0.00626793  0.00779202
 -0.03095275]"
come got something got something,0,"[ 0.00202251 -0.00018807  0.0252551  ... -0.0110056   0.00665524
 -0.01902997]"
track whip give past slip step crack break mamma back problem come along must whip cream set long must whip something going wrong must whip whip shape shape get straight forward move ahead cry detect late whip whip good,1,"[-0.02712691 -0.00934074 -0.00372572 ...  0.01854048 -0.00310007
 -0.0145645 ]"
god nothing reckoning enjoy last long dy stolen lie broken dream man deity god reckoning nothing reckoning,0,"[-0.00348603 -0.004776    0.0188965  ... -0.00056069  0.02058418
 -0.02693373]"
left home family mother said many german kill count many people set free packed bag brushed cap talked world seventeen year old never kissed girl took train voronezh far would go changed sack uniform bit lip snow prayed mother russia summer drove german back really believed,3,"[-0.00696664  0.00360686  0.00310067 ...  0.01146235  0.01290372
 -0.01416664]"
general gathered mass must like witch black mass evil mind plot destruction sorcerer death construction field body burning war machine keep turning death hatred mankind poisoning brainwashed mind oh lord yeah,0,"[-0.01947166 -0.01881944 -0.01021821 ... -0.01833027 -0.00024055
 -0.01623771]"
never forced allusion choke feed pain need life another dawn reap sown always tired eye seen enough lie,0,"[-0.00638802 -0.00298381 -0.01391761 ... -0.00246429  0.0105134
 -0.01866162]"
go send back letter america take look railtrack diam canada well broke work day spent evening thinking blood flowed away across ocean second chance wonder got reached promised land go send back letter america take look railtrack diam canada looked ocean tried hard imagine way felt day sailed,2,"[-0.01740641 -0.01584517  0.00597447 ... -0.00354017  0.00262431
 -0.02829397]"
used think life empty used think life passing well ready curl die one day got visit cable company well hooked plugged right got cable get watch stock report organ ridge wresting channel three cost buck month see yeah right got cable cable cable cable oh channel ecstasy love cable yeah love cable got siamese faith dealer network,1,"[-0.00327857 -0.00814466  0.02067916 ... -0.00698163  0.02025122
 -0.01863609]"
key mon something ballroom hope creature used read story dream boring know conspiracy dumb people knew real would leave closet door open night know cia would say hear hearty wish someone would tell right night long something wrong know must late gone since yesterday,1,"[-0.00545127  0.00384469  0.01490684 ... -0.00342656  0.00802943
 -0.02516397]"
time way broken tired hand build thing wire held still embedded flesh define idle day empty fed made numb despite find failure past still swell beneath need heart carry pain wall start collapsing give soul never cease follow despite infection within careless foot leaving trail never finding fragile dirt end,3,"[-0.01011778  0.01018102  0.01284396 ...  0.0018075   0.01015291
 -0.03496255]"
child growing woman producing men go work stealing everyone got make living lox yeah yeah yeah toto block year went low lot year everybody mad rock wear know going know hear lox ear yeah airport clock block everybody air forced new white fresh nothing pony u take money get mansion bring home u given color movie script headline clip stay grounded amount roll real thought told real real even pray real nothing pony hate get see oh fooled rock got still still penny block,1,"[-0.0130507  -0.03147685  0.00237254 ...  0.00515724  0.00432253
 -0.00887365]"
warmth love like warmth sun year took long time come let go hand darkness gone year took long time come forget way helped forget way said,1,"[-0.01300332 -0.01318608  0.0047011  ... -0.00726318  0.00062233
 -0.03370981]"
tea running hot running hot running year go deny flame burn inside time wonder still act way something burning inside get green light standing way oh yeah refuse refuse standing around abused already gone turn head point finger blame see burning like sun eye,0,"[-0.00311137 -0.02211936 -0.00028494 ... -0.0101492  -0.00911821
 -0.02613619]"
kiss wasted kiss wasted kiss wasted kiss wasted boy see boy love make smile boy get face boy going back chase,1,"[-0.02397953 -0.0032524   0.01981968 ... -0.00780979 -0.01352623
 -0.00523336]"
thousand tear thousand eye friend cry religion rapid u forever release song strip throat blood bare soul transparent velvet tongue never,3,"[-0.01317075 -0.0173818   0.00789831 ... -0.02188921  0.00067456
 -0.01957348]"
oooh yeah heh oh ho speak thing come love talk whole night loving mission lately baby kissing love stay together like used love got head another cloud girl good thing turned around even care love turn promise leave never love forever oooh,2,"[-0.00116858 -0.013228    0.01008759 ... -0.01071435  0.01271999
 -0.02100646]"
closer know desire desired steal kiss yet call u friend distance thief conspired turn time time tell time tell tear u apart mile mile mile away silence reveals really stand break heart tell way run away runaway girl stand break heart tell way run away runaway girl runaway runaway girl clearer nowhere giving giving giving,0,"[-0.01408138 -0.01812807  0.00035139 ... -0.00692448  0.01562623
 -0.01609105]"
love hang bedsheets cell threw fire men good reason stay alive men good reason find oh give reason beautiful sick body sick soul oh give one reason beautiful oh everything love rate live life ruin secret kept smashed blossom blossom dead oh give reason beautiful sick body sick soul oh make beautiful,3,"[-0.00723198 -0.00451002  0.01548761 ...  0.00508499 -0.00499193
 -0.03477733]"
lash ash lust dust sweetest torment lost heaven help u ready willing able lose kiss fatal warm headache every moment start til end headache every moment deeper heavenly suffering fragile soul falling,3,"[-0.00831622  0.0178371   0.00124401 ...  0.00956879  0.0038809
 -0.0146612 ]"
confessor tragedy man lurking core u last dying call ever lost grief encounter bleeding pain paper coiled beneath tree lying men bewildered colloquy perversion bloom round bend seeker lost quest host friend frolic waning moon,3,"[ 0.00228199 -0.01901717  0.01314178 ...  0.00797918  0.00974388
 -0.02588218]"
want know tortured soul side two tortured young old side two show meant see blizzard leave side two show meant dying help u,2,"[-0.02312408 -0.02471738  0.01030008 ...  0.02342018 -0.01625735
 -0.01600355]"
place friend go go never alone place bit time enter word looking back forgive never never never,3,"[ 0.01195745 -0.00204651  0.00324327 ... -0.00769854  0.00425891
 -0.03025249]"
